,Name,Type,Nominations,Wins,Awards,Performances
610,Souvenir,Original,2,0,"['Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Tony Award + Nominee + Best Actress in a Play']",68
611,The Woman in White,Original,7,1,"['Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Original Score']",109
612,Seascape,Revival,4,1,"['Drama Desk Award + Nominee + Outstanding Set Design for a Play', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Play', 'Tony Award + Nominee + Best Costume Design of a Play', 'Tony Award + Nominee + Best Revival of a Play']",55
613,The Color Purple,Musical+Original,20,4,"['Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Nominee + Musical', 'Tony Award + Winner + Best Actress in a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Best Costume Design of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Original Score']",910
614,A Touch of the Poet,Revival,2,1,"['Outer Critics Circle + Winner + Outstanding Actor in a Play', 'Tony Award + Nominee + Best Costume Design of a Play']",58
615,Chita Rivera: The Dancer's Life,Original,1,0,['Tony Award + Nominee + Best Actress in a Musical'],72
616,A Wonderful Life,Original,0,0,[],1
617,Bridge & Tunnel,Original,1,1,['Tony Award + Winner + Special Tony Award'],213
618,Rabbit Hole,Original,8,2,"['Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Pulitzer Prize + Winner + Pulitzer Prize for Drama', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Winner + Best Actress in a Play', 'Tony Award + Nominee + Play']",77
619,Barefoot in the Park,Play+Comedy+Revival,0,0,[],109
620,The Pajama Game,Musical+Revival,26,5,"['Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Winner + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Sound Design', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Winner + Outstanding Choreography', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Winner + Best Revival of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Winner + Best Choreography', 'Tony Award + Nominee + Best Costume Design of a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Orchestrations']",129
621,Ring of Fire,Musical+Original,0,0,[],57
622,Well,Play+Comedy+Original,3,1,"['Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Actress in a Play']",52
623,Festen,Original,1,0,['Outer Critics Circle + Nominee + Outstanding New Broadway Play'],49
624,Awake and Sing!,Play+Revival,12,5,"['Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Winner + Outstanding Ensemble Performance', 'Drama Desk Award + Winner + Outstanding Revival of a Play', 'Drama Desk Award + Winner + Outstanding Set Design for a Play', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Winner + Best Costume Design of a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Winner + Best Revival of a Play']",80
625,Three Days of Rain,Original,3,0,"['Drama League + Nominee + Distinguished Revival of a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Nominee + Best Lighting Design of a Play']",70
626,Threepenny Opera,Revival,6,3,"['Drama Desk Award + Winner + Outstanding Featured Actor in a Musical', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Revival of a Musical']",77
627,The History Boys,Original,22,19,"['Drama Desk Award + Winner + Outstanding Featured Actor in a Play', 'Drama Desk Award + Winner + Outstanding Director of a Play', 'Drama Desk Award + Winner + Outstanding Play', 'Drama Desk Award + Winner + Outstanding Featured Actress in a Play', 'Drama Desk Award + Winner + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama League + Winner + Outstanding New Broadway Play', 'Drama League + Winner + Distinguished Production of a Play', ""New York Drama Critics' Circle + Winner + Best Play"", 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Winner + Outstanding Director of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Scenic Design of a Play', 'Tony Award + Winner + Play', 'Tony Award + Winner + Best Actor in a Play', 'Tony Award + Winner + Best Direction of a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Winner + Best Featured Actress in a Play', 'Tony Award + Winner + Best Lighting Design of a Play']",185
628,Lestat,Original,4,0,"['Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Costume Design of a Musical']",39
629,The Wedding Singer,Original,14,0,"['Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama League + Nominee + Distinguished Production of a Musical', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Musical']",285
630,Hot Feet,Original,0,0,[],97
631,Hot Feet,Revival,0,0,[],23
632,The Drowsy Chaperone,Musical+Comedy+Original,36,18,"['Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Winner + Outstanding Musical', 'Drama Desk Award + Winner + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Set Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Winner + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Sound Design', 'Drama Desk Award + Winner + Outstanding Music', 'Drama Desk Award + Winner + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Costume Design', 'Drama League + Nominee + Distinguished Production of a Musical', ""New York Drama Critics' Circle + Winner + Best Musical"", 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Winner + Outstanding Costume Design', 'Outer Critics Circle + Winner + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding Choreography', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding New Score', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Book of a Musical', 'Tony Award + Winner + Best Original Score', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Winner + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Winner + Best Costume Design of a Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Winner + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Musical']",674
633,The Lieutenant of Inishmore,Original,8,1,"['Drama Desk Award + Nominee + Outstanding Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Play']",142
634,Faith Healer,Revival,8,2,"['Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Winner + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Revival of a Play']",117
635,The Caine Mutiny Court-Martial,Revival,8,0,"['Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Tony Award + Nominee + Best Actor in a Play']",17
636,Shining City,Play+Drama+Original,3,0,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Play']",80
637,Tarzan,Original,1,0,['Tony Award + Nominee + Best Lighting Design of a Musical'],486
638,Kiki & Herb: Alive on Broadway,Original,2,0,"['Drama League + Nominee + Distinguished Production of a Musical', 'Tony Award + Nominee + Special Theatrical Event']",27
639,Martin Short: Fame Becomes Me,Original,6,1,"['Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actor in a Musical']",165
640,Jay Johnson: The Two and Only,Original,2,1,"['Outer Critics Circle + Nominee + Outstanding Solo Performance', 'Tony Award + Winner + Special Theatrical Event']",70
641,A Chorus Line,Musical+Revival,5,0,"['Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Revival of a Musical']",759
642,Heartbreak House,Revival,3,0,"['Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play', 'Tony Award + Nominee + Best Costume Design of a Play', 'Tony Award + Nominee + Best Actress in a Play']",79
643,Losing Louie,Original,0,0,[],53
644,The Best Little Whorehouse in Texas,Musical+Revival,0,0,[],1
645,The 24 Hour Plays 2006,Original,0,0,[],23
646,Butley,Musical+Revival,1,0,['Tony Award + Nominee + Best Featured Actress in a Play'],94
647,The Times They Are A-Changin',Original,0,0,[],28
648,Grey Gardens,Original,11,4,"['Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Winner + Best Costume Design of a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Winner + Best Actress in a Musical', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Musical']",307
649,Dr. Seuss' How the Grinch Stole Christmas!,Original,1,0,['Drama Desk Award + Nominee + Outstanding Costume Design'],107
650,Les Misérables,Musical+Revival,4,0,"['Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama League + Nominee + Distinguished Revival of a Musical']",463
651,The Little Dog Laughed,Comedy+Original,3,2,"['Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Actress in a Play', 'Tony Award + Nominee + Play']",112
652,Mary Poppins,Musical+Original,26,4,"['Drama Desk Award + Winner + Outstanding Set Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Choreography', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Costume Design of a Musical', 'Tony Award + Nominee + Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Winner + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Choreography']",2619
653,The Coast of Utopia (Part 1: Voyage),Original,0,0,[],44
654,The Coast of Utopia,Original,31,22,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Winner + Outstanding Set Design for a Play', 'Drama Desk Award + Winner + Outstanding Director of a Play', 'Drama Desk Award + Winner + Outstanding Featured Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama Desk Award + Winner + Outstanding Play', 'Drama Desk Award + Winner + Outstanding Costume Design', 'Drama Desk Award + Winner + Outstanding Lighting Design for a Play', 'Drama Desk Award + Winner + Outstanding Music in a Play', 'Drama Desk Award + Nominee + Outstanding Sound Design', 'Drama League + Winner + Distinguished Production of a Play', ""New York Drama Critics' Circle + Winner + Best Play"", 'Outer Critics Circle + Winner + Outstanding Director of a Play', 'Outer Critics Circle + Winner + Outstanding Set Design', 'Outer Critics Circle + Winner + Outstanding Costume Design', 'Outer Critics Circle + Winner + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Winner + Play', 'Tony Award + Winner + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Winner + Best Lighting Design of a Play', 'Tony Award + Winner + Best Scenic Design of a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Winner + Best Costume Design of a Play', 'Tony Award + Winner + Best Direction of a Play', 'Tony Award + Winner + Best Featured Actor in a Play']",121
655,Company,Musical+Revival,12,7,"['Drama Desk Award + Winner + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Winner + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Revival of a Musical', 'Drama League + Winner + Distinguished Revival of a Musical', 'Outer Critics Circle + Winner + Outstanding Revival of a Musical', 'Outer Critics Circle + Winner + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Winner + Best Revival of a Musical']",246
656,The Vertical Hour,Original,1,1,['Theatre World Awards + Winner + Theatre World Award'],117
657,High Fidelity,Original,1,0,['Tony Award + Nominee + Best Scenic Design of a Musical'],13
658,Spring Awakening,Musical+Original,28,19,"['Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Winner + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Winner + Outstanding Lyrics', 'Drama Desk Award + Winner + Outstanding Music', 'Drama League + Winner + Distinguished Production of a Musical', 'Drama League + Winner + Outstanding New Broadway Musical', ""New York Drama Critics' Circle + Winner + Best Musical"", 'Outer Critics Circle + Winner + Outstanding Director of a Musical', 'Outer Critics Circle + Winner + Outstanding New Broadway Musical', 'Outer Critics Circle + Winner + Outstanding New Score', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Musical', 'Tony Award + Winner + Best Featured Actor in a Musical', 'Tony Award + Winner + Best Lighting Design of a Musical', 'Tony Award + Winner + Best Orchestrations', 'Tony Award + Winner + Best Original Score', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Winner + Best Book of a Musical', 'Tony Award + Winner + Best Choreography', 'Tony Award + Nominee + Best Costume Design of a Musical', 'Tony Award + Winner + Best Direction of a Musical']",859
659,The Apple Tree,Musical+Revival,6,0,"['Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Tony Award + Nominee + Best Revival of a Musical']",99
660,The Coast of Utopia (Part 2: Shipwreck),Original,0,0,[],43
661,Translations,Revival,2,0,"['Drama League + Nominee + Distinguished Revival of a Play', 'Tony Award + Nominee + Best Revival of a Play']",53
662,The Coast of Utopia (Part 3: Salvage),Original,1,1,['Drama League + Winner + Outstanding New Broadway Play'],34
663,Journey's End,Revival,15,9,"['Drama Desk Award + Winner + Outstanding Sound Design', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Play', 'Drama Desk Award + Winner + Outstanding Revival of a Play', 'Drama League + Winner + Distinguished Revival of a Play', ""New York Drama Critics' Circle + Winner + Special Citation"", 'Outer Critics Circle + Winner + Outstanding Revival of a Play', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Winner + Best Revival of a Play']",125
664,Prelude to a Kiss,Revival,1,0,['Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play'],61
665,Talk Radio,Original,8,0,"['Drama Desk Award + Nominee + Outstanding Sound Design', 'Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Revival of a Play']",121
666,Curtains,Musical+Comedy+Original,25,4,"['Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Winner + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Winner + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Choreography', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Winner + Best Actor in a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Choreography']",511
667,The Year of Magical Thinking,Original,3,1,"['Drama Desk Award + Winner + Outstanding Solo Performance', 'Drama League + Nominee + Distinguished Production of a Play', 'Tony Award + Nominee + Best Actress in a Play']",144
668,The Pirate Queen,Original,3,0,"['Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Choreography']",85
669,A Moon for the Misbegotten,Play+Drama+Revival,5,3,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Winner + Outstanding Actress in a Play', 'Outer Critics Circle + Winner + Outstanding Actress in a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Actress in a Play']",71
670,Inherit the Wind,Revival,10,0,"['Drama Desk Award + Nominee + Outstanding Music in a Play', 'Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama League + Nominee + Distinguished Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Tony Award + Nominee + Best Costume Design of a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Nominee + Best Revival of a Play']",100
671,Frost/Nixon,Drama+Original,13,3,"['Drama Desk Award + Nominee + Outstanding Music in a Play', 'Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama Desk Award + Winner + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Play', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Winner + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Winner + Best Actor in a Play', 'Tony Award + Nominee + Play']",137
672,Legally Blonde,Musical+Comedy+Original,19,0,"['Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Best Costume Design of a Musical']",595
673,Coram Boy,Original,14,1,"['Drama Desk Award + Nominee + Outstanding Featured Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Play', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Costume Design of a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play']",30
